No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College,Team,URL,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
8,Javonte Green,0,6-4,205.0,"July 23, 1993",usUS,5,Radford,CLE,https://www.basketball-reference.com/players/g/greenja01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Spencer Dinwiddie,0,6-5,215.0,"April 6, 1993",usUS,10,Colorado,DAL,https://www.basketball-reference.com/players/d/dinwisp01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Klay Thompson,0,6-5,215.0,"February 8, 1990",usUS,11,Washington State,DAL,https://www.basketball-reference.com/players/t/thompkl01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Olivier-Maxence Prosper,0,6-8,230.0,"July 3, 2002",caCA,1,"Clemson,Marquette",DAL,https://www.basketball-reference.com/players/p/prospol01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Daniel Gafford,0,6-10,234.0,"October 1, 1998",usUS,5,Arkansas,DAL,https://www.basketball-reference.com/players/g/gaffoda01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Naji Marshall,0,6-7,220.0,"January 24, 1998",usUS,4,Xavier,DAL,https://www.basketball-reference.com/players/m/marshna01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Kyrie Irving,0,6-2,195.0,"March 23, 1992",auAU,13,Duke,DAL,https://www.basketball-reference.com/players/i/irvinky01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,P.J. Washington,0,6-7,230.0,"August 23, 1998",usUS,5,Kentucky,DAL,https://www.basketball-reference.com/players/w/waship.01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Jaden Hardy,0,6-4,198.0,"July 5, 2002",usUS,2,,DAL,https://www.basketball-reference.com/players/h/hardyja01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Dwight Powell,0,6-10,240.0,"July 20, 1991",caCA,10,Stanford,DAL,https://www.basketball-reference.com/players/p/poweldw01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Kessler Edwards(TW),0,6-8,215.0,"August 9, 2000",usUS,3,Pepperdine,DAL,https://www.basketball-reference.com/players/e/edwarke01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Dereck Lively II,0,7-1,230.0,"February 12, 2004",usUS,1,Duke,DAL,https://www.basketball-reference.com/players/i/iiderde01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Brandon Williams(TW),0,6-1,190.0,"November 22, 1999",usUS,2,Arizona,DAL,https://www.basketball-reference.com/players/w/willibr01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00,Max Christie,0,6-6,190.0,"February 10, 2003",usUS,2,Michigan State,DAL,https://www.basketball-reference.com/players/c/chrisma01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Dante Exum,0,6-5,214.0,"July 13, 1995",auAU,7,,DAL,https://www.basketball-reference.com/players/e/exumdda01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Anthony Davis,0,6-10,253.0,"March 11, 1993",usUS,12,Kentucky,DAL,https://www.basketball-reference.com/players/d/davisan01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Kai Jones(TW),0,6-11,218.0,"January 19, 2001",bsBS,2,Texas,DAL,https://www.basketball-reference.com/players/j/joneska01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Caleb Martin,0,6-5,205.0,"September 28, 1995",usUS,5,"NC State,Nevada",DAL,https://www.basketball-reference.com/players/m/martica01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Christian Braun,0,6-6,218.0,"April 17, 2001",usUS,2,Kansas,DEN,https://www.basketball-reference.com/players/b/braunch01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Julian Strawther,0,6-7,205.0,"April 18, 2002",usUS,1,Gonzaga,DEN,https://www.basketball-reference.com/players/s/strawju01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Michael Porter Jr.,0,6-10,218.0,"June 29, 1998",usUS,5,Missouri,DEN,https://www.basketball-reference.com/players/j/jr.mimi01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Nikola Jokic,0,6-11,284.0,"February 19, 1995",rsRS,9,,DEN,https://www.basketball-reference.com/players/j/jokicni01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Jamal Murray,0,6-4,215.0,"February 23, 1997",caCA,7,Kentucky,DEN,https://www.basketball-reference.com/players/m/murraja01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Russell Westbrook,0,6-4,200.0,"November 12, 1988",usUS,16,UCLA,DEN,https://www.basketball-reference.com/players/w/westbru01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Peyton Watson,0,6-8,200.0,"September 11, 2002",usUS,2,UCLA,DEN,https://www.basketball-reference.com/players/w/watsope01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,DeAndre Jordan,0,6-11,265.0,"July 21, 1988",usUS,16,Texas A&M,DEN,https://www.basketball-reference.com/players/j/jordade01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Zeke Nnaji,0,6-9,240.0,"January 9, 2001",usUS,4,Arizona,DEN,https://www.basketball-reference.com/players/n/nnajize01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Hunter Tyson,0,6-8,215.0,"June 13, 2000",usUS,1,Clemson,DEN,https://www.basketball-reference.com/players/t/tysonhu01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Aaron Gordon,0,6-8,235.0,"September 16, 1995",usUS,10,Arizona,DEN,https://www.basketball-reference.com/players/g/gordoaa01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Jalen Pickett,0,6-4,209.0,"October 22, 1999",usUS,1,"Siena College,Penn State",DEN,https://www.basketball-reference.com/players/p/pickeja01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Trey Alexander(TW),0,6-4,185.0,"May 2, 2003",usUS,R,Creighton,DEN,https://www.basketball-reference.com/players/a/alexatr01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Dario Saric,0,6-10,225.0,"April 8, 1994",hrHR,7,,DEN,https://www.basketball-reference.com/players/s/saricda01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,PJ Hall(TW),0,6-8,245.0,"February 21, 2002",usUS,R,Clemson,DEN,https://www.basketball-reference.com/players/h/hall(pj01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Spencer Jones(TW),0,6-7,225.0,"June 14, 2001",usUS,R,Stanford,DEN,https://www.basketball-reference.com/players/j/jonessp01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Vlatko Cancar,0,6-8,236.0,"April 10, 1997",siSI,4,,DEN,https://www.basketball-reference.com/players/c/cancavl01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,DaRon Holmes,0,6-10,225.0,"August 15, 2002",usUS,R,Dayton,DEN,https://www.basketball-reference.com/players/h/holmeda01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Malik Beasley,0,6-4,187.0,"November 26, 1996",usUS,8,Florida State,DET,https://www.basketball-reference.com/players/b/beaslma01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00,Ron Holland,0,6-8,206.0,"July 7, 2005",usUS,R,,DET,https://www.basketball-reference.com/players/h/hollaro01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Jalen Duren,0,6-10,250.0,"November 18, 2003",usUS,2,Memphis,DET,https://www.basketball-reference.com/players/d/durenja01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Tobias Harris,0,6-8,226.0,"July 15, 1992",usUS,13,Tennessee,DET,https://www.basketball-reference.com/players/h/harrito01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Tim Hardaway Jr.,0,6-5,205.0,"March 16, 1992",usUS,11,Michigan,DET,https://www.basketball-reference.com/players/j/jr.titi01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Cade Cunningham,0,6-6,220.0,"September 25, 2001",usUS,3,Oklahoma State,DET,https://www.basketball-reference.com/players/c/cunnica01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Isaiah Stewart,0,6-8,250.0,"May 22, 2001",usUS,4,Washington,DET,https://www.basketball-reference.com/players/s/stewais01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Simone Fontecchio,0,6-8,209.0,"December 9, 1995",itIT,2,,DET,https://www.basketball-reference.com/players/f/fontesi01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Marcus Sasser,0,6-2,195.0,"September 21, 2000",usUS,1,Houston,DET,https://www.basketball-reference.com/players/s/sassema01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Ausar Thompson,0,6-7,215.0,"January 30, 2003",usUS,1,,DET,https://www.basketball-reference.com/players/t/thompau01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Paul Reed,0,6-9,210.0,"June 14, 1999",usUS,4,DePaul,DET,https://www.basketball-reference.com/players/r/reedppa01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Jaden Ivey,0,6-4,195.0,"February 13, 2002",usUS,2,Purdue,DET,https://www.basketball-reference.com/players/i/iveyjja01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Dennis Schroder,0,6-1,172.0,"September 15, 1993",deDE,11,,DET,https://www.basketball-reference.com/players/s/schrode01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Lindy Waters III,0,6-6,215.0,"July 28, 1997",usUS,3,Oklahoma State,DET,https://www.basketball-reference.com/players/i/iiilili01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Bobi Klintman,0,6-9,225.0,"March 6, 2003",seSE,R,Wake Forest,DET,https://www.basketball-reference.com/players/k/klintbo01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Daniss Jenkins(TW),0,6-3,165.0,"August 17, 2001",usUS,R,"University of the Pacific,Iona College,St. John's",DET,https://www.basketball-reference.com/players/j/jenkida01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tolu Smith(TW),0,6-10,254.0,"July 26, 2000",usUS,R,"Western Kentucky,Mississippi State",DET,https://www.basketball-reference.com/players/s/smithto01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ron Harper Jr.(TW),0,6-6,245.0,"April 12, 2000",usUS,2,Rutgers University,DET,https://www.basketball-reference.com/players/j/jr.(tro01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Buddy Hield,0,6-4,220.0,"December 17, 1992",bsBS,8,Oklahoma,GSW,https://www.basketball-reference.com/players/h/hieldbu01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Kevon Looney,0,6-9,222.0,"February 6, 1996",usUS,9,UCLA,GSW,https://www.basketball-reference.com/players/l/looneke01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Moses Moody,0,6-5,205.0,"May 31, 2002",usUS,3,Arkansas,GSW,https://www.basketball-reference.com/players/m/moodymo01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Stephen Curry,0,6-2,185.0,"March 14, 1988",usUS,15,Davidson,GSW,https://www.basketball-reference.com/players/c/curryst01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Trayce Jackson-Davis,0,6-9,245.0,"February 22, 2000",usUS,1,Indiana,GSW,https://www.basketball-reference.com/players/j/jackstr01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Gary Payton II,0,6-2,190.0,"December 1, 1992",usUS,8,Oregon State,GSW,https://www.basketball-reference.com/players/i/iigarga01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Brandin Podziemski,0,6-5,205.0,"February 25, 2003",usUS,1,"Illinois,Santa Clara",GSW,https://www.basketball-reference.com/players/p/podzibr01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Draymond Green,0,6-6,230.0,"March 4, 1990",usUS,12,Michigan State,GSW,https://www.basketball-reference.com/players/g/greendr01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Gui Santos,0,6-8,209.0,"June 22, 2002",brBR,1,,GSW,https://www.basketball-reference.com/players/s/santogu01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00,Jonathan Kuminga,0,6-8,210.0,"October 6, 2002",cdCD,3,,GSW,https://www.basketball-reference.com/players/k/kuminjo01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Pat Spencer,0,6-3,205.0,"July 4, 1996",usUS,1,"Loyola (MD),Northwestern",GSW,https://www.basketball-reference.com/players/s/spencpa01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Quinten Post,0,7-0,238.0,"March 21, 2000",nlNL,R,"Mississippi State,Boston College",GSW,https://www.basketball-reference.com/players/p/postqqu01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Jimmy Butler,0,6-7,230.0,"September 14, 1989",usUS,13,"Tyler Junior College,Marquette",GSW,https://www.basketball-reference.com/players/b/butleji01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Kevin Knox,0,6-7,215.0,"August 11, 1999",usUS,6,Kentucky,GSW,https://www.basketball-reference.com/players/k/knoxkke01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Jackson Rowe(TW),0,6-7,210.0,"January 4, 1997",caCA,R,Cal State Fullerton,GSW,https://www.basketball-reference.com/players/r/rowe(ja01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Taran Armstrong(TW),0,6-6,,"January 15, 2002",auAU,R,,GSW,https://www.basketball-reference.com/players/a/armstta01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Braxton Key(TW),0,6-8,230.0,"February 14, 1997",usUS,3,"Alabama,Virginia",GSW,https://www.basketball-reference.com/players/k/key(tbr01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Jalen Green,0,6-4,178.0,"February 9, 2002",usUS,3,,HOU,https://www.basketball-reference.com/players/g/greenja01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Alperen ÅengÃ¼n,0,6-11,235.0,"July 25, 2002",trTR,3,,HOU,https://www.basketball-reference.com/players/å/åengal01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Amen Thompson,0,6-7,209.0,"January 30, 2003",usUS,1,,HOU,https://www.basketball-reference.com/players/t/thompam01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Dillon Brooks,0,6-6,225.0,"January 22, 1996",caCA,7,Oregon,HOU,https://www.basketball-reference.com/players/b/brookdi01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Aaron Holiday,0,6-0,185.0,"September 30, 1996",usUS,6,UCLA,HOU,https://www.basketball-reference.com/players/h/holidaa01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Fred VanVleet,0,6-0,197.0,"February 25, 1994",usUS,8,Wichita State,HOU,https://www.basketball-reference.com/players/v/vanvlfr01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Reed Sheppard,0,6-2,185.0,"June 24, 2004",usUS,R,Kentucky,HOU,https://www.basketball-reference.com/players/s/sheppre01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Steven Adams,0,6-11,265.0,"July 20, 1993",nzNZ,10,Pitt,HOU,https://www.basketball-reference.com/players/a/adamsst01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Tari Eason,0,6-8,216.0,"May 10, 2001",usUS,2,"Cincinnati,LSU",HOU,https://www.basketball-reference.com/players/e/easonta01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Jabari Smith Jr.,0,6-11,220.0,"May 13, 2003",usUS,2,Auburn,HOU,https://www.basketball-reference.com/players/j/jr.jaja01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Jae'Sean Tate,0,6-4,230.0,"October 28, 1995",usUS,4,Ohio State,HOU,https://www.basketball-reference.com/players/t/tatejja01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Cam Whitmore,0,6-7,232.0,"July 8, 2004",usUS,1,Villanova,HOU,https://www.basketball-reference.com/players/w/whitmca01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Jock Landale,0,6-11,256.0,"October 25, 1995",auAU,3,Saint Mary's,HOU,https://www.basketball-reference.com/players/l/landajo01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Jeff Green,0,6-8,235.0,"August 28, 1986",usUS,16,Georgetown,HOU,https://www.basketball-reference.com/players/g/greenje01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Jeenathan Williams,0,6-5,205.0,"February 12, 1999",usUS,2,Buffalo,HOU,https://www.basketball-reference.com/players/w/willije01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Jack McVeigh(TW),0,6-8,215.0,"June 27, 1996",auAU,R,Nebraska,HOU,https://www.basketball-reference.com/players/m/mcveija01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,N'Faly Dante(TW),0,6-11,230.0,"October 19, 2001",mlML,R,Oregon,HOU,https://www.basketball-reference.com/players/d/danten'01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,David Roddy(TW),0,6-4,255.0,"March 27, 2001",usUS,2,Colorado State,HOU,https://www.basketball-reference.com/players/r/roddyda01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Pascal Siakam,0,6-8,230.0,"April 2, 1994",cmCM,8,New Mexico State,IND,https://www.basketball-reference.com/players/s/siakapa01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Tyrese Haliburton,0,6-5,185.0,"February 29, 2000",usUS,4,Iowa State,IND,https://www.basketball-reference.com/players/h/halibty01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Obi Toppin,0,6-9,220.0,"March 4, 1998",usUS,4,Dayton,IND,https://www.basketball-reference.com/players/t/toppiob01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,T.J. McConnell,0,6-1,190.0,"March 25, 1992",usUS,9,"Duquesne,Arizona",IND,https://www.basketball-reference.com/players/m/mccont.01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Jarace Walker,0,6-8,240.0,"September 4, 2003",usUS,1,Houston,IND,https://www.basketball-reference.com/players/w/walkeja01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00,Bennedict Mathurin,0,6-6,210.0,"June 19, 2002",caCA,2,Arizona,IND,https://www.basketball-reference.com/players/m/mathube01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Myles Turner,0,6-11,250.0,"March 24, 1996",usUS,9,Texas,IND,https://www.basketball-reference.com/players/t/turnemy01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Ben Sheppard,0,6-6,190.0,"July 16, 2001",usUS,1,Belmont,IND,https://www.basketball-reference.com/players/s/sheppbe01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Andrew Nembhard,0,6-5,193.0,"January 16, 2000",caCA,2,"Florida,Gonzaga",IND,https://www.basketball-reference.com/players/n/nembhan01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Johnny Furphy,0,6-8,200.0,"December 8, 2004",auAU,R,Kansas,IND,https://www.basketball-reference.com/players/f/furphjo01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Thomas Bryant,0,6-10,248.0,"July 31, 1997",usUS,7,Indiana,IND,https://www.basketball-reference.com/players/b/bryanth01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Aaron Nesmith,0,6-5,215.0,"October 16, 1999",usUS,4,Vanderbilt,IND,https://www.basketball-reference.com/players/n/nesmiaa01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Quenton Jackson(TW),0,6-5,175.0,"September 15, 1998",usUS,2,Texas A&M,IND,https://www.basketball-reference.com/players/j/jacksqu01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Enrique Freeman(TW),0,6-7,206.0,"July 29, 2000",usUS,R,University of Akron,IND,https://www.basketball-reference.com/players/f/freemen01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,James Johnson,0,6-7,240.0,"February 20, 1987",usUS,15,Wake Forest,IND,https://www.basketball-reference.com/players/j/johnsja01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,RayJ Dennis(TW),0,6-2,180.0,"March 30, 2001",usUS,R,"Boise State,Toledo,Baylor",IND,https://www.basketball-reference.com/players/d/dennira01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Isaiah Jackson,0,6-10,206.0,"January 10, 2002",usUS,3,Kentucky,IND,https://www.basketball-reference.com/players/j/jacksis01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Tony Bradley,0,6-10,248.0,"January 8, 1998",usUS,6,UNC,IND,https://www.basketball-reference.com/players/b/bradlto01.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
