No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College,Team,URL,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
3,Josh Giddey,PG,6-8,210.0,"October 10, 2002",auAU,3,,CHI,https://www.basketball-reference.com/players/g/giddejo01.html,2024-25,22,CHI,NBA,59.0,59.0,29.7,5.0,10.8,0.458,1.5,3.9,0.375,3.5,6.9,0.505,0.526,2.1,2.7,0.783,1.7,5.9,7.6,6.7,1.1,0.6,2.7,1.7,13.5
0,Coby White,SG,6-5,195.0,"February 16, 2000",usUS,5,UNC,CHI,https://www.basketball-reference.com/players/w/whiteco01.html,2024-25,24,CHI,NBA,57.0,56.0,32.9,6.4,14.8,0.433,3.0,8.3,0.361,3.4,6.5,0.527,0.535,3.1,3.4,0.903,0.3,3.1,3.4,4.5,1.0,0.2,2.3,2.2,18.9
25,Dalen Terry,0.0,6-7,195.0,"July 12, 2002",usUS,2,Arizona,CHI,https://www.basketball-reference.com/players/t/terryda01.html,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Nikola VuÄeviÄ,0.0,6-10,260.0,"October 24, 1990",chCH,13,USC,CHI,https://www.basketball-reference.com/players/v/vuäeni01.html,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Jalen Smith,PF,6-10,215.0,"March 16, 2000",usUS,4,Maryland,CHI,https://www.basketball-reference.com/players/s/smithja01.html,2004-05,27,NJN,NBA,45.0,2.0,14.4,1.4,3.3,0.419,0.0,0.0,0.5,1.4,3.2,0.418,0.422,0.9,1.2,0.745,0.6,1.8,2.5,0.8,0.6,0.3,0.9,2.3,3.7
11,Ayo Dosunmu,SG,6-5,200.0,"January 17, 2000",usUS,3,Illinois,CHI,https://www.basketball-reference.com/players/d/dosunay01.html,2024-25,25,CHI,NBA,46.0,26.0,30.3,4.8,9.8,0.492,1.3,4.1,0.328,3.5,5.7,0.612,0.561,1.3,1.7,0.785,0.6,2.9,3.5,4.5,0.9,0.4,1.5,2.3,12.3
22,Talen Horton-Tucker,SG,6-4,234.0,"November 25, 2000",usUS,5,Iowa State,CHI,https://www.basketball-reference.com/players/h/hortota01.html,2024-25,24,CHI,NBA,46.0,0.0,11.7,2.1,4.8,0.447,0.8,2.1,0.368,1.4,2.7,0.508,0.527,0.8,1.2,0.691,0.3,1.5,1.8,1.4,0.3,0.2,0.7,1.0,5.8
44,Patrick Williams,PF,6-7,215.0,"August 26, 2001",usUS,4,Florida State,CHI,https://www.basketball-reference.com/players/w/willipa01.html,2024-25,23,CHI,NBA,45.0,35.0,26.2,3.2,8.6,0.375,1.6,4.5,0.351,1.6,4.1,0.4,0.466,1.1,1.4,0.769,0.8,3.3,4.0,2.0,0.8,0.6,1.3,1.3,9.1
2,Lonzo Ball,0.0,6-6,190.0,"October 27, 1997",usUS,5,UCLA,CHI,https://www.basketball-reference.com/players/b/ballllo01.html,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Jevon Carter,PG,6-1,200.0,"September 14, 1995",usUS,6,West Virginia,CHI,https://www.basketball-reference.com/players/c/carteje01.html,2024-25,29,CHI,NBA,29.0,0.0,7.8,1.3,3.2,0.394,0.8,2.3,0.353,0.4,0.9,0.5,0.521,0.3,0.3,0.8,0.1,0.9,1.0,1.0,0.3,0.1,0.3,0.4,3.7
30,Tre Jones,0.0,6-1,185.0,"January 8, 2000",usUS,4,Duke,CHI,https://www.basketball-reference.com/players/j/jonestr01.html,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Zach Collins,PF,6-11,250.0,"November 19, 1997",usUS,6,Gonzaga,CHI,https://www.basketball-reference.com/players/c/colliza01.html,2024-25,27,CHI,NBA,10.0,7.0,25.2,4.6,8.4,0.548,1.0,3.2,0.313,3.6,5.2,0.692,0.607,2.5,2.9,0.862,3.0,5.5,8.5,2.4,0.9,0.5,1.2,2.7,12.7
13,Kevin Huerter,SG,6-7,190.0,"August 27, 1998",usUS,6,Maryland,CHI,https://www.basketball-reference.com/players/h/huertke01.html,2024-25,26,CHI,NBA,10.0,1.0,25.3,3.7,10.2,0.363,2.6,7.2,0.361,1.1,3.0,0.367,0.49,0.9,1.3,0.692,0.6,2.1,2.7,2.2,1.3,0.1,1.2,1.8,10.9
32,E.J. Liddell(TW),0.0,6-7,240.0,"December 18, 2000",usUS,1,Ohio State,CHI,https://www.basketball-reference.com/players/l/liddee.01.html,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Emanuel Miller(TW),0.0,6-7,215.0,"June 19, 2000",caCA,R,"Texas A&M,TCU",CHI,https://www.basketball-reference.com/players/m/milleem01.html,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Jahmir Young(TW),SG,6-2,185.0,"October 7, 2000",usUS,R,"UNC Charlotte,Maryland",CHI,https://www.basketball-reference.com/players/y/youngja01.html,2017-18,22,PHI,NBA,6.0,0.0,10.2,0.8,2.3,0.357,0.5,1.7,0.3,0.3,0.7,0.5,0.464,0.7,1.0,0.667,0.0,0.3,0.3,0.3,0.0,0.0,0.2,0.7,2.8
31,Jarrett Allen,C,6-11,243.0,"April 21, 1998",usUS,7,Texas,CLE,https://www.basketball-reference.com/players/a/allenja01.html,2024-25,26,CLE,NBA,63.0,63.0,28.5,5.5,7.9,0.701,0.0,0.0,0.0,5.5,7.8,0.705,0.701,2.4,3.2,0.754,2.7,7.6,10.3,1.9,1.0,0.9,1.2,1.5,13.4
45,Donovan Mitchell,SG,6-3,215.0,"September 7, 1996",usUS,7,Louisville,CLE,https://www.basketball-reference.com/players/m/mitchdo01.html,2024-25,28,CLE,NBA,59.0,59.0,31.3,8.4,18.6,0.454,3.5,9.1,0.388,4.9,9.6,0.516,0.548,4.0,4.8,0.818,0.7,3.6,4.3,4.7,1.3,0.2,2.1,2.0,24.4
10,Darius Garland,PG,6-1,192.0,"January 26, 2000",usUS,5,Vanderbilt,CLE,https://www.basketball-reference.com/players/g/garlada01.html,2024-25,25,CLE,NBA,59.0,59.0,30.3,7.5,15.6,0.48,2.9,7.0,0.42,4.5,8.5,0.53,0.575,3.1,3.5,0.876,0.6,1.9,2.5,6.7,1.1,0.2,2.4,2.0,21.0
2,Ty Jerome,0.0,6-5,195.0,"July 8, 1997",usUS,5,Virginia,CLE,https://www.basketball-reference.com/players/j/jeromty01.html,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Evan Mobley,PF,6-11,215.0,"June 18, 2001",usUS,3,USC,CLE,https://www.basketball-reference.com/players/m/mobleev01.html,2024-25,23,CLE,NBA,56.0,56.0,30.2,7.1,12.6,0.567,1.1,2.9,0.362,6.1,9.7,0.628,0.608,3.3,4.4,0.744,2.3,7.1,9.4,3.1,0.8,1.6,2.0,2.1,18.6
5,Sam Merrill,SG,6-4,205.0,"May 15, 1996",usUS,4,Utah State University,CLE,https://www.basketball-reference.com/players/m/merrisa01.html,2024-25,28,CLE,NBA,54.0,2.0,19.2,2.4,5.9,0.404,1.9,5.1,0.37,0.5,0.8,0.634,0.565,0.5,0.5,0.964,0.5,1.5,2.0,1.4,0.7,0.2,0.4,1.8,7.1
32,Dean Wade,0.0,6-9,228.0,"November 20, 1996",usUS,5,Kansas State,CLE,https://www.basketball-reference.com/players/w/wadedde01.html,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Jaylon Tyson,0.0,6-6,215.0,"December 2, 2002",usUS,R,"Texas,Texas Tech,California",CLE,https://www.basketball-reference.com/players/t/tysonja01.html,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Craig Porter Jr.,0.0,6-2,186.0,"February 26, 2000",usUS,1,"Vincennes University,Wichita State",CLE,https://www.basketball-reference.com/players/j/jr.crcr01.html,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Isaac Okoro,SG,6-5,225.0,"January 26, 2001",usUS,4,Auburn,CLE,https://www.basketball-reference.com/players/o/okorois01.html,2024-25,24,CLE,NBA,37.0,18.0,19.0,2.0,4.6,0.441,1.1,2.7,0.39,1.0,1.9,0.514,0.556,0.6,0.8,0.724,0.8,1.4,2.2,1.4,0.6,0.4,0.4,1.9,5.7
1,Max Strus,SF,6-5,215.0,"March 28, 1996",usUS,5,"Lewis (IL),DePaul",CLE,https://www.basketball-reference.com/players/s/strusma01.html,2024-25,28,CLE,NBA,34.0,21.0,25.0,3.1,7.3,0.418,2.2,5.9,0.375,0.9,1.4,0.592,0.568,0.4,0.5,0.875,0.9,3.3,4.2,3.1,0.6,0.3,0.9,2.1,8.7
13,Tristan Thompson,C,6-9,254.0,"March 13, 1991",caCA,13,Texas,CLE,https://www.basketball-reference.com/players/t/thomptr01.html,2024-25,33,CLE,NBA,32.0,0.0,7.3,0.7,1.6,0.44,0.0,0.1,0.0,0.7,1.5,0.468,0.44,0.2,0.7,0.227,0.7,2.2,2.8,0.7,0.0,0.3,0.3,0.8,1.5
12,De'Andre Hunter,SF,6-8,225.0,"December 2, 1997",usUS,5,Virginia,CLE,https://www.basketball-reference.com/players/h/huntede01.html,2024-25,27,CLE,NBA,11.0,3.0,25.5,4.6,9.1,0.51,2.5,4.7,0.519,2.2,4.4,0.5,0.645,3.3,3.8,0.857,0.6,3.8,4.5,1.2,0.3,0.4,0.8,2.4,15.0
33,Luke Travers(TW),0.0,6-8,199.0,"September 3, 2001",auAU,R,,CLE,https://www.basketball-reference.com/players/t/travelu01.html,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Emoni Bates(TW),0.0,6-10,170.0,"January 28, 2004",usUS,1,"Memphis,Eastern Michigan",CLE,https://www.basketball-reference.com/players/b/batesem01.html,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Nae'Qwan Tomlin(TW),0.0,6-10,205.0,"December 10, 2000",usUS,R,"Monroe Community College,Chipola College,Kansas State,Memphis",CLE,https://www.basketball-reference.com/players/t/tomlina01.html,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Javonte Green,0.0,6-4,205.0,"July 23, 1993",usUS,5,Radford,CLE,https://www.basketball-reference.com/players/g/greenja01.html,2023-24,Did not play - unsigned,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Spencer Dinwiddie,PG,6-5,215.0,"April 6, 1993",usUS,10,Colorado,DAL,https://www.basketball-reference.com/players/d/dinwisp01.html,2024-25,31.0,DAL,NBA,62.0,20.0,25.3,3.2,8.0,0.403,1.3,4.0,0.332,1.9,4.0,0.474,0.486,2.3,2.9,0.814,0.2,2.1,2.3,3.8,0.9,0.2,1.2,1.5,10.1
31,Klay Thompson,SF,6-5,215.0,"February 8, 1990",usUS,11,Washington State,DAL,https://www.basketball-reference.com/players/t/thompkl01.html,2024-25,34.0,DAL,NBA,56.0,56.0,27.4,5.1,12.3,0.413,3.1,7.8,0.401,1.9,4.5,0.434,0.541,0.8,0.9,0.88,0.7,2.8,3.5,2.0,0.8,0.5,1.3,1.2,14.1
8,Olivier-Maxence Prosper,PF,6-8,230.0,"July 3, 2002",caCA,1,"Clemson,Marquette",DAL,https://www.basketball-reference.com/players/p/prospol01.html,2024-25,22.0,DAL,NBA,52.0,4.0,11.2,1.3,3.3,0.402,0.2,1.0,0.235,1.1,2.4,0.472,0.437,0.9,1.5,0.645,0.8,1.6,2.4,0.8,0.5,0.1,0.3,0.5,3.9
21,Daniel Gafford,C,6-10,234.0,"October 1, 1998",usUS,5,Arkansas,DAL,https://www.basketball-reference.com/players/g/gaffoda01.html,2024-25,26.0,DAL,NBA,51.0,28.0,21.9,5.0,7.1,0.699,0.0,0.0,,5.0,7.1,0.699,0.699,2.4,3.4,0.699,2.7,4.1,6.9,1.4,0.4,1.9,1.2,2.7,12.3
13,Naji Marshall,SF,6-7,220.0,"January 24, 1998",usUS,4,Xavier,DAL,https://www.basketball-reference.com/players/m/marshna01.html,2024-25,27.0,DAL,NBA,51.0,17.0,25.5,4.6,9.3,0.494,0.9,3.2,0.28,3.7,6.1,0.605,0.541,1.6,1.9,0.848,1.1,3.4,4.5,2.7,1.0,0.1,1.5,1.5,11.7
11,Kyrie Irving,SG,6-2,195.0,"March 23, 1992",auAU,13,Duke,DAL,https://www.basketball-reference.com/players/i/irvinky01.html,2024-25,32.0,DAL,NBA,50.0,50.0,36.1,8.9,18.9,0.473,2.9,7.2,0.401,6.1,11.7,0.517,0.549,3.9,4.3,0.916,1.2,3.6,4.8,4.6,1.3,0.5,2.2,2.0,24.7
25,P.J. Washington,0.0,6-7,230.0,"August 23, 1998",usUS,5,Kentucky,DAL,https://www.basketball-reference.com/players/w/waship.01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Jaden Hardy,0.0,6-4,198.0,"July 5, 2002",usUS,2,,DAL,https://www.basketball-reference.com/players/h/hardyja01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dwight Powell,C,6-10,240.0,"July 20, 1991",caCA,10,Stanford,DAL,https://www.basketball-reference.com/players/p/poweldw01.html,2024-25,33.0,DAL,NBA,39.0,2.0,8.6,0.6,0.8,0.719,0.0,0.0,1.0,0.6,0.8,0.71,0.734,0.5,0.8,0.645,0.8,1.2,2.1,0.9,0.3,0.5,0.3,1.3,1.7
20,Kessler Edwards(TW),SG,6-8,215.0,"August 9, 2000",usUS,3,Pepperdine,DAL,https://www.basketball-reference.com/players/e/edwarke01.html,2000-01,35.0,VAN,NBA,46.0,5.0,13.8,1.2,3.7,0.329,0.1,0.4,0.263,1.1,3.3,0.338,0.344,0.9,1.2,0.811,0.5,1.3,1.8,1.1,0.6,0.2,0.8,1.0,3.5
2,Dereck Lively II,0.0,7-1,230.0,"February 12, 2004",usUS,1,Duke,DAL,https://www.basketball-reference.com/players/i/iiderde01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Brandon Williams(TW),0.0,6-1,190.0,"November 22, 1999",usUS,2,Arizona,DAL,https://www.basketball-reference.com/players/w/willibr01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00,Max Christie,PF,6-6,190.0,"February 10, 2003",usUS,2,Michigan State,DAL,https://www.basketball-reference.com/players/c/chrisma01.html,2021-22,24.0,DAL,NBA,34.0,0.0,10.2,1.8,3.9,0.463,0.2,0.7,0.32,1.6,3.2,0.495,0.493,0.6,1.0,0.667,1.0,2.1,3.0,0.5,0.4,0.4,0.5,1.9,4.5
0,Dante Exum,0.0,6-5,214.0,"July 13, 1995",auAU,7,,DAL,https://www.basketball-reference.com/players/e/exumdda01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Anthony Davis,C,6-10,253.0,"March 11, 1993",usUS,12,Kentucky,DAL,https://www.basketball-reference.com/players/d/davisan01.html,2005-06,37.0,TOR,NBA,8.0,8.0,23.9,1.8,3.9,0.452,0.0,0.0,,1.8,3.9,0.452,0.452,0.9,2.5,0.35,1.9,2.6,4.5,0.9,0.4,0.1,1.0,3.3,4.4
23,Kai Jones(TW),0.0,6-11,218.0,"January 19, 2001",bsBS,2,Texas,DAL,https://www.basketball-reference.com/players/j/joneska01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Caleb Martin,SF,6-5,205.0,"September 28, 1995",usUS,5,"NC State,Nevada",DAL,https://www.basketball-reference.com/players/m/martica01.html,2014-15,30.0,DET,NBA,23.0,0.0,8.6,0.7,2.3,0.283,0.3,1.4,0.182,0.4,0.9,0.45,0.34,0.0,0.0,,0.0,0.9,0.9,0.5,0.1,0.0,0.2,0.9,1.6
0,Christian Braun,SG,6-6,218.0,"April 17, 2001",usUS,2,Kansas,DEN,https://www.basketball-reference.com/players/b/braunch01.html,2024-25,23.0,DEN,NBA,62.0,60.0,33.4,5.9,10.4,0.573,1.0,2.8,0.38,4.9,7.6,0.643,0.624,2.4,2.8,0.834,1.2,3.9,5.1,2.3,1.1,0.5,1.0,2.2,15.3
3,Julian Strawther,SG,6-7,205.0,"April 18, 2002",usUS,1,Gonzaga,DEN,https://www.basketball-reference.com/players/s/strawju01.html,2024-25,22.0,DEN,NBA,61.0,4.0,22.1,3.4,7.7,0.434,1.5,4.3,0.357,1.8,3.4,0.531,0.534,1.1,1.3,0.829,0.3,1.9,2.2,1.3,0.6,0.2,0.9,2.4,9.4
1,Michael Porter Jr.,0.0,6-10,218.0,"June 29, 1998",usUS,5,Missouri,DEN,https://www.basketball-reference.com/players/j/jr.mimi01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Nikola Jokic,C,6-11,284.0,"February 19, 1995",rsRS,9,,DEN,https://www.basketball-reference.com/players/j/jokicni01.html,2024-25,29.0,DEN,NBA,57.0,57.0,36.3,11.0,19.1,0.577,1.9,4.4,0.439,9.1,14.7,0.618,0.628,4.9,6.0,0.818,2.9,10.0,12.9,10.6,1.8,0.6,3.3,2.2,28.9
27,Jamal Murray,PG,6-4,215.0,"February 23, 1997",caCA,7,Kentucky,DEN,https://www.basketball-reference.com/players/m/murraja01.html,2024-25,27.0,DEN,NBA,56.0,56.0,36.2,7.9,16.6,0.476,2.4,5.9,0.399,5.6,10.7,0.519,0.547,3.2,3.6,0.877,0.6,3.1,3.8,6.1,1.4,0.5,2.2,1.9,21.4
4,Russell Westbrook,PG,6-4,200.0,"November 12, 1988",usUS,16,UCLA,DEN,https://www.basketball-reference.com/players/w/westbru01.html,2024-25,36.0,DEN,NBA,56.0,29.0,27.6,4.9,10.6,0.465,1.2,3.6,0.335,3.7,6.9,0.532,0.522,1.9,3.0,0.639,1.4,3.6,4.9,6.1,1.4,0.5,3.1,2.5,12.9
8,Peyton Watson,SF,6-8,200.0,"September 11, 2002",usUS,2,UCLA,DEN,https://www.basketball-reference.com/players/w/watsope01.html,2024-25,22.0,DEN,NBA,50.0,12.0,24.0,2.9,6.2,0.471,0.7,2.0,0.35,2.2,4.2,0.529,0.528,1.5,2.1,0.738,0.8,2.6,3.4,1.5,0.8,1.2,0.9,1.7,8.0
6,DeAndre Jordan,C,6-11,265.0,"July 21, 1988",usUS,16,Texas A&M,DEN,https://www.basketball-reference.com/players/j/jordade01.html,2024-25,36.0,DEN,NBA,46.0,2.0,11.5,1.5,2.3,0.651,0.0,0.0,,1.5,2.3,0.651,0.651,0.3,0.8,0.405,1.4,3.3,4.7,0.8,0.3,0.4,0.7,1.2,3.3
22,Zeke Nnaji,PF,6-9,240.0,"January 9, 2001",usUS,4,Arizona,DEN,https://www.basketball-reference.com/players/n/nnajize01.html,2024-25,24.0,DEN,NBA,42.0,3.0,9.6,1.3,2.4,0.539,0.3,0.9,0.324,1.0,1.5,0.662,0.598,0.3,0.6,0.56,0.5,1.0,1.5,0.3,0.3,0.6,0.1,1.1,3.2
5,Hunter Tyson,PF,6-8,215.0,"June 13, 2000",usUS,1,Clemson,DEN,https://www.basketball-reference.com/players/t/tysonhu01.html,2024-25,24.0,DEN,NBA,41.0,0.0,7.6,0.7,1.8,0.365,0.4,1.2,0.306,0.3,0.6,0.48,0.466,0.4,0.6,0.696,0.3,1.1,1.5,0.3,0.1,0.1,0.3,0.9,2.1
32,Aaron Gordon,PF,6-8,235.0,"September 16, 1995",usUS,10,Arizona,DEN,https://www.basketball-reference.com/players/g/gordoaa01.html,2024-25,29.0,DEN,NBA,37.0,28.0,27.3,4.8,9.2,0.515,1.4,3.1,0.44,3.4,6.1,0.553,0.589,2.4,3.0,0.8,1.6,3.3,4.8,3.1,0.5,0.2,1.2,1.6,13.3
24,Jalen Pickett,0.0,6-4,209.0,"October 22, 1999",usUS,1,"Siena College,Penn State",DEN,https://www.basketball-reference.com/players/p/pickeja01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Trey Alexander(TW),0.0,6-4,185.0,"May 2, 2003",usUS,R,Creighton,DEN,https://www.basketball-reference.com/players/a/alexatr01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Dario Saric,C,6-10,225.0,"April 8, 1994",hrHR,7,,DEN,https://www.basketball-reference.com/players/s/saricda01.html,2024-25,30.0,DEN,NBA,15.0,4.0,13.5,1.3,3.7,0.339,0.5,1.7,0.269,0.8,2.0,0.4,0.402,0.5,0.7,0.7,0.9,2.3,3.3,1.5,0.5,0.1,0.9,1.2,3.5
13,PJ Hall(TW),0.0,6-8,245.0,"February 21, 2002",usUS,R,Clemson,DEN,https://www.basketball-reference.com/players/h/hall(pj01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Spencer Jones(TW),0.0,6-7,225.0,"June 14, 2001",usUS,R,Stanford,DEN,https://www.basketball-reference.com/players/j/jonessp01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Vlatko Cancar,PF,6-8,236.0,"April 10, 1997",siSI,4,,DEN,https://www.basketball-reference.com/players/c/cancavl01.html,2024-25,27.0,DEN,NBA,4.0,0.0,8.5,1.0,1.8,0.571,0.3,0.5,0.5,0.8,1.3,0.6,0.643,0.0,0.0,,0.8,1.3,2.0,0.0,0.0,0.3,0.5,1.0,2.3
,DaRon Holmes,0.0,6-10,225.0,"August 15, 2002",usUS,R,Dayton,DEN,https://www.basketball-reference.com/players/h/holmeda01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Malik Beasley,SG,6-4,187.0,"November 26, 1996",usUS,8,Florida State,DET,https://www.basketball-reference.com/players/b/beaslma01.html,2024-25,28.0,DET,NBA,64.0,14.0,27.5,5.8,13.1,0.441,4.0,9.4,0.42,1.8,3.7,0.496,0.592,1.1,1.7,0.654,0.6,2.2,2.8,1.7,1.0,0.1,1.0,1.6,16.6
00,Ron Holland,0.0,6-8,206.0,"July 7, 2005",usUS,R,,DET,https://www.basketball-reference.com/players/h/hollaro01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Jalen Duren,0.0,6-10,250.0,"November 18, 2003",usUS,2,Memphis,DET,https://www.basketball-reference.com/players/d/durenja01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Tobias Harris,0.0,6-8,226.0,"July 15, 1992",usUS,13,Tennessee,DET,https://www.basketball-reference.com/players/h/harrito01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Tim Hardaway Jr.,0.0,6-5,205.0,"March 16, 1992",usUS,11,Michigan,DET,https://www.basketball-reference.com/players/j/jr.titi01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
